_id,CÓDIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECCIÓN,C.P.,POBLACION,PROVINCIA,Fichas,Túneles lavado
26,77105,CENTELLES,41.79945459999999712863427703268826007843017578125,2.2226634000000000668251232127659022808074951171875,"CALLE MARQUES DE PEÑAPLATA, S/N",8540,Centelles,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77105.pdf,""
27,78706,CERDANYOLA DEL VALLES,41.49319040000000313739292323589324951171875,2.146393000000000217397655433160252869129180908203125,"AVENIDA PRIMAVERA, S/N",8290,Cerdanyola del Vallès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78706.pdf,""
28,72503,CERDANYOLA UNIVERSITAT,41.496094499999998106432030908763408660888671875,2.115033599999999847085518922540359199047088623046875,"CARRETERA B-30 - UNIVERSITAT AUTONOMA DE BARCELONA - ESTACION FERROCARRIL, S/N",8290,Cerdanyola del Vallès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72503.pdf,""
29,72303,CORNELLA,41.3580326000000013664248399436473846435546875,2.06947759999999991720187608734704554080963134765625,"PLAZA ESTACION FERROCARRIL, S/N",8940,Cornellà de Llobregat,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72303.pdf,""
30,71604,CUBELLES,41.2043089000000009036739356815814971923828125,1.6759280999999999206551137831411324441432952880859375,"CALLE ESTACION DE FERROCARRIL, S/N",8880,Cubelles,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71604.pdf,""
31,71603,CUNIT,41.19498660000000000991349224932491779327392578125,1.631521999999999916752813078346662223339080810546875,"CALLE ESTACION DE FERROCARRIL, S/N",43881,Cunit,Tarragona,https://data.renfe.com/files/estaciones/FichaEstacion71603.pdf,""
32,79407,EL MASNOU,41.47702699999999964575181365944445133209228515625,2.31042900000000006599520929739810526371002197265625,"CARRER MOSSEN JACINT VERDAGUER, 1",8320,"Masnou, El",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79407.pdf,""
33,72211,EL PAPIOL,41.4354000000000013415046851150691509246826171875,2.002539000000000068979488787590526044368743896484375,"CARRETERA C-1413A - ESTACION FERROCARRIL, S/N",8754,"Papiol, El",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72211.pdf,""
34,71707,EL PRAT DE LLOBREGAT,41.331405799999998862404027022421360015869140625,2.0906231000000001785110725904814898967742919921875,"AVINGUDA ENRIC PRAT DE LA RIBA, S/N",8820,"Prat de Llobregat, El",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71707.pdf,""
35,72201,EL VENDRELL,41.21825869999999980564098223112523555755615234375,1.5359795000000000531059640707098878920078277587890625,"CALLE JAUME CARNER, S/N",43700,"Vendrell, El",Tarragona,https://data.renfe.com/files/estaciones/FichaEstacion72201.pdf,""
36,72203,ELS MONJOS,41.31467459999999647379809175617992877960205078125,1.6599426999999999932100536170764826238155364990234375,"LLANO PLA DE LA ESTACIO, S/N",8730,Santa Margarida i els Monjos,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72203.pdf,""
37,77103,FIGARO,41.72421800000000047248249757103621959686279296875,2.2716194999999999026840669102966785430908203125,"CALLE ESTACION DE FERROCARRIL, S/N",8530,Figaró-Montmany,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77103.pdf,""
38,71703,GARRAF,41.254548900000003186505637131631374359130859375,1.902346300000000045571368900709785521030426025390625,"PLAÇA ESTACIO FERROCARRIL, S/N",8871,Sitges,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71703.pdf,""
39,71706,GAVA,41.30323210000000244690454564988613128662109375,2.00980459999999983011775839258916676044464111328125,"CALLE SALAMANCA, 1",8850,Gavà,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71706.pdf,""
40,72208,GELIDA,41.4482157999999998310158844105899333953857421875,1.8647788000000000696587676429771818220615386962890625,"POL. IND. LA GELIDENSE - ESTACIO FERROCARRIL, S/N",8790,Gelida,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72208.pdf,""
41,77006,GRANOLLERS-CANOVELLES,41.61134340000000264581103692762553691864013671875,2.277279899999999912552084424532949924468994140625,"CALLE JOAN MARAGALL, S/N",8400,Granollers,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77006.pdf,""
42,79100,GRANOLLERS-CENTRE,41.59974100000000163390723173506557941436767578125,2.291246999999999811592488185851834714412689208984375,"PLAÇA SERRAT I BONASTRE, S/N",8400,Granollers,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79100.pdf,""
43,79105,GUALBA,41.71819330000000292102413368411362171173095703125,2.5387371999999999161445884965360164642333984375,"CALLE BARRIO DE LA ESTACIO, S/N",8470,Gualba,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79105.pdf,""
44,79107,HOSTALRIC,41.74797219999999953188307699747383594512939453125,2.631502400000000019275603335699997842311859130859375,"CALLE BAJADA DE LA ESTACIO, S/N",17450,Hostalric,Girona,https://data.renfe.com/files/estaciones/FichaEstacion79107.pdf,""
45,77114,LA FARGA DE BEBIE,42.13008310000000022910171537660062313079833984375,2.203910599999999941900341582368128001689910888671875,"CARRETERA N-152A - ESTACION FERROCARRIL, S/N",17532,"Llosses, Les",Girona,"",""
46,77102,LA GARRIGA,41.6860989999999986821421771310269832611083984375,2.2888386000000000564114088774658739566802978515625,"CALLE RONDA DE CARRIL, 47",8530,"Garriga, La",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77102.pdf,""
47,72205,LA GRANADA,41.3639002999999974008460412733256816864013671875,1.734139799999999898005853538052178919315338134765625,"CALLE ESTACIO FERROCARRIL, S/N",8792,"Granada, La",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72205.pdf,""
48,79011,LA LLAGOSTA,41.510353100000003223613020963966846466064453125,2.199412900000000004041567081003449857234954833984375,"CALLE ESTACIO FERROCARRIL, S/N",8120,"Llagosta, La",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79011.pdf,""
49,77306,LA MOLINA,42.34459340000000082682163338176906108856201171875,1.955951400000000006684786058031022548675537109375,"CARRER L'ESTACIO FERROCARRIL, 3",17537,Alp,Girona,"",""
50,78806,LA SAGRERA-MERIDIANA,41.42437100000000071986505645327270030975341796875,2.18885400000000007736389306955970823764801025390625,"AVINGUDA MERIDIANA, S/N",8027,Barcelona,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78806.pdf,""
51,72202,L'ARBOÇ,41.273822899999998981002136133611202239990234375,1.6001033000000000061646687754546292126178741455078125,"CALLE DEL FERROCARRIL, S/N",43702,"Arboç, L'",Tarragona,https://data.renfe.com/files/estaciones/FichaEstacion72202.pdf,""
52,72206,LAVERN-SUBIRATS,41.3957338000000021338564692996442317962646484375,1.7694787999999999072997525217942893505096435546875,"CALLE ESTACIO DE LAVERN, S/N",8739,Subirats,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72206.pdf,""
53,77100,LES FRANQUESES DEL VALLES,41.628956299999998691419023089110851287841796875,2.295214200000000204227035283111035823822021484375,"CARRETERA DE RIBAS, 122",8520,"Franqueses del Vallès, Les",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77100.pdf,""
54,79109,LES FRANQUESES-GRANOLLERS NORD,41.61698990000000009104041964747011661529541015625,2.2945361000000001894250090117566287517547607421875,"CALLE CARRER ARAGO, S/N",8521,"Franqueses del Vallès, Les",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79109.pdf,""
55,72305,L'HOSPITALET DE LLOBREGAT,41.36420700000000039153746911324560642242431640625,2.098660000000000191988647202379070222377777099609375,"CALLE AVINGUDA JOSEP TARRADELLAS, 192",8901,"Hospitalet de Llobregat, L'",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72305.pdf,""
56,79102,LLINARS DEL VALLES,41.638722999999998819475877098739147186279296875,2.405726899999999890411572778248228132724761962890625,"CALLE MONSERRAT CULLEL, S/N",8450,Llinars del Vallès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79102.pdf,""
57,79200,MAÇANET-MASSANES,41.70722020000000185291355592198669910430908203125,2.719418999999999808636630405089817941188812255859375,"CARRETERA DE HOSTALRIC, KM 47",17412,Maçanet de la Selva,Girona,https://data.renfe.com/files/estaciones/FichaEstacion79200.pdf,""
58,79605,MALGRAT DE MAR,41.63869530000000196423570741899311542510986328125,2.7343185999999999324927557609044015407562255859375,"PASEO LEVANTE, 1",8380,Malgrat de Mar,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79605.pdf,""
59,77110,MANLLEU,41.9998791000000011308657121844589710235595703125,2.269313599999999819800677869352512061595916748046875,"CARRER D' EN SANTIAGO RUSIÑOL, 73 - PASSEIG L'ESTACIO FERROCARRIL, S/N",8560,Manlleu,Barcelona,"",""
60,78600,MANRESA,41.7204521000000028152498998679220676422119140625,1.8267803000000000235303332374314777553081512451171875,"CARRETERA MANRESA A ABRERA, S/N",8240,Manresa,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78600.pdf,""
61,72209,MARTORELL,41.47943389999999652673068339936435222625732421875,1.9266805000000000180904180524521507322788238525390625,"CALLE COMERCIO, 2",8760,Martorell,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72209.pdf,""
62,79500,MATARO,41.53367899999999934834704617969691753387451171875,2.4454457999999998918383425916545093059539794921875,"AVENIDA DEL MARESME, S/N",8301,Mataró,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79500.pdf,""
63,72300,MOLINS DE REI,41.41066810000000231184458243660628795623779296875,2.0200844000000000022509993868879973888397216796875,"PLAÇA L'ESTACIO FERROCARRIL, 1",8750,Molins de Rei,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72300.pdf,""
64,79006,MOLLET-SANT FOST,41.53341060000000339869075105525553226470947265625,2.217227999999999976665776557638309895992279052734375,"CALLE RONDA ORIENT, 1",8100,Mollet del Vallès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79006.pdf,""
65,77004,MOLLET-SANTA ROSA,41.53727649999999727015165262855589389801025390625,2.205826399999999853918097869609482586383819580078125,"CALLE JOAN MARAGALL, S/N",8100,Mollet del Vallès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77004.pdf,""
66,79005,MONTCADA I REIXAC,41.48424800000000089994500740431249141693115234375,2.18807699999999982765075401403009891510009765625,"CARRER GENERALITAT, 7",8110,Montcada i Reixac,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79005.pdf,""
67,78708,MONTCADA I REIXAC-MANRESA,41.48375089999999687506715417839586734771728515625,2.185554900000000078108541856636293232440948486328125,"CARRETERA VELLA, S/N",8110,Montcada i Reixac,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78708.pdf,""
68,78707,MONTCADA I REIXAC-SANTA MARIA,41.48392700000000132831701193936169147491455078125,2.185391999999999779191739435191266238689422607421875,"PASSATGE MANRESA, S/N",8110,Montcada i Reixac,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78707.pdf,""
69,78800,MONTCADA-BIFURCACIO,41.47073300000000273257683147676289081573486328125,2.17932810000000021233290681266225874423980712890625,"CARRER BATERIA, S/N",8041,Montcada i Reixac,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78800.pdf,https://data.renfe.com/files/estaciones/FichaTunel78800.pdf
70,77002,MONTCADA-RIPOLLET,41.496746000000001686203177087008953094482421875,2.181925000000000114397380457376129925251007080078125,"CARRER MARIA FORTUNY, S/N",8110,Montcada i Reixac,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77002.pdf,""
71,79405,MONTGAT,41.4631131000000010544681572355329990386962890625,2.271960299999999932651917333714663982391357421875,"CALLE MARINA, S/N",8390,Montgat,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79405.pdf,""
72,79406,MONTGAT-NORD,41.4688828000000029305738280527293682098388671875,2.286777499999999907487335804034955799579620361328125,"CARRETERA NACIONAL N-II, S/N",8390,Montgat,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79406.pdf,""
73,79007,MONTMELO,41.5502522999999968078554957173764705657958984375,2.24645619999999990312744557741098105907440185546875,"CALLE MIQUEL BIADA, S/N",8160,Montmeló,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79007.pdf,""
74,79408,OCATA,41.47882849999999876899892115034162998199462890625,2.320015499999999786240323373931460082530975341796875,"CARRETERA N-II - ESTACION FERROCARRIL, S/N",8320,"Masnou, El",Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79408.pdf,""
75,79103,PALAUTORDERA,41.67140839999999712972567067481577396392822265625,2.4536742000000000274440026259981095790863037109375,"CARRETERA LOCAL BV-5301, KM. 1",8460,Santa Maria de Palautordera,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79103.pdf,""
76,77005,PARETS DEL VALLES,41.55614010000000035915945773012936115264892578125,2.226627600000000040125769373844377696514129638671875,"AVENIDA ESTACION FERROCARRIL, S/N",8150,Parets del Vallès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77005.pdf,""
77,79604,PINEDA DE MAR,41.62225250000000187355908565223217010498046875,2.69290770000000012629470802494324743747711181640625,"PLAÇA ESTACIO FERROCARRIL, S/N",8397,Pineda de Mar,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79604.pdf,""
78,78805,PLAÇA  DE CATALUNYA,41.38677129999999948495315038599073886871337890625,2.16631000000000017990942069445736706256866455078125,"PLAÇA DE CATALUNYA, S/N",8002,Barcelona,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78805.pdf,""
79,77304,PLANOLES,42.3143912999999969315467751584947109222412109375,2.09983170000000018973196347360499203205108642578125,"CARRETERA GIV-4015 - ESTACION FERROCARRIL, S/N",17535,Planoles,Girona,"",""
80,71704,PLATJA DE CASTELLDEFELS,41.26723890000000238842403632588684558868408203125,1.9569472000000001088437784346751868724822998046875,"PASEO DEL FERROCARRIL, S/N",8860,Castelldefels,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71704.pdf,""
81,79409,PREMIA DE MAR,41.4876450000000005502442945726215839385986328125,2.354080600000000078608763942611403763294219970703125,"CALLE CAMI REAL, S/N",8330,Premià de Mar,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79409.pdf,""
82,77309,PUIGCERDA,42.429518000000001620719558559358119964599609375,1.924649899999999913546844254597090184688568115234375,"PLAÇA DE L'ESTACIO FERROCARRIL, 5",17520,Puigcerdà,Girona,"",""
83,77303,RIBES DE FRESER,42.29868499999999897909219725988805294036865234375,2.165359299999999986852117217495106160640716552734375,"CARRETERA N-260 - ESTACION FERROCARRIL, S/N",17534,Ribes de Freser,Girona,"",""
84,79106,RIELLS I VIABREA-BREDA,41.7264425999999986061084200628101825714111328125,2.567899000000000153676182890194468200206756591796875,"CALLE MOSEN PERE RIBOT, S/N",17404,Riells i Viabrea,Girona,https://data.renfe.com/files/estaciones/FichaEstacion79106.pdf,""
85,77200,RIPOLL,42.19603430000000088284650701098144054412841796875,2.195864700000000002688693712116219103336334228515625,"CALLE PROGRESO, S/N",17500,Ripoll,Girona,"",""
86,72501,RUBI,41.47560200000000207865014090202748775482177734375,2.035992300000000199133864953182637691497802734375,"AVENIDA DE LA ELECTRICITAT, S/N",8191,Rubí,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72501.pdf,""
87,78704,SABADELL CENTRE,41.5456010999999989508069120347499847412109375,2.116453900000000221126583710429258644580841064453125,"CALLE ALFONSO, S/N",8203,Sabadell,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78704.pdf,""
88,78709,SABADELL NORD,41.56202669999999699257386964745819568634033203125,2.097002499999999880486711845151148736476898193359375,"PLAZA DE ESPAÑA, S/N",8207,Sabadell,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78709.pdf,""
89,78703,SABADELL SUD,41.5289702000000033876858651638031005859375,2.10502389999999994785184753709472715854644775390625,"CALLE COMERCIO, S/N",8204,Sabadell,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78703.pdf,""
90,79403,SANT ADRIA DE BESOS,41.4245427000000034922777558676898479461669921875,2.230309699999999839548081581597216427326202392578125,"AVENIDA EDUARD MARISTANY, S/N",8930,Sant Adrià de Besòs,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79403.pdf,""
91,78802,SANT ANDREU ARENAL,41.4317405999999976984327076934278011322021484375,2.182449699999999825905661055003292858600616455078125,"AVINGUDA MERIDIANA, 416",8030,Barcelona,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78802.pdf,""
92,79501,SANT ANDREU DE LLAVANERES,41.5552239000000014357283362187445163726806640625,2.498266800000000120718368634697981178760528564453125,"CARRETERA N-II - KM 651,5 - ESTACION FERROCARRIL, S/N",8392,Sant Andreu de Llavaneres,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79501.pdf,""
93,79104,SANT CELONI,41.6864168000000034908225643448531627655029296875,2.4914640999999999593228494632057845592498779296875,"PLAÇA DE L'ESTACIO, S/N",8470,Sant Celoni,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79104.pdf,""
94,72502,SANT CUGAT DEL VALLES,41.48116710000000040281520341522991657257080078125,2.079325600000000218159357245895080268383026123046875,"CALLE RONDA DEL NORD, S/N",8190,Sant Cugat del Vallès,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72502.pdf,""
95,72301,SANT FELIU DE LLOBREGAT,41.3836739999999991823642631061375141143798828125,2.0470731999999998151906765997409820556640625,"CALLE ESTACIO, S/N",8980,Sant Feliu de Llobregat,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72301.pdf,""
96,72302,SANT JOAN DESPI,41.36930000000000262616595136933028697967529296875,2.059312999999999949096718410146422684192657470703125,"CALLE ESTACIO FERROCARRIL, S/N",8970,Sant Joan Despí,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72302.pdf,""
97,77104,SANT MARTI DE CENTELLES,41.76035999999999859255694900639355182647705078125,2.249129599999999840065356693230569362640380859375,"CALLE ESTACIO DE FERROCARRIL, S/N",8592,Sant Martí de Centelles,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77104.pdf,""
98,78610,SANT MIQUEL DE GONTERES,41.569433099999997693885234184563159942626953125,1.973443300000000011351630746503360569477081298828125,"CALLE PASEO DE LOS EUCALIPTUS, S/N",8232,Viladecavalls,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78610.pdf,""
99,79602,SANT POL DE MAR,41.60163779999999889014361542649567127227783203125,2.6240904000000000451109372079372406005859375,"PLAÇA DE L'ESTACIO, S/N",8395,Sant Pol de Mar,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79602.pdf,""
100,77113,SANT QUIRZE DE BESORA-MONTESQUIU,42.10482499999999816964191268198192119598388671875,2.217712000000000127641897051944397389888763427734375,"CALLE ESTACIO FERROCARRIL, 2",8580,Sant Quirze de Besora,Barcelona,"",""
101,72207,SANT SADURNI D'ANOIA,41.42033219999999715810190537013113498687744140625,1.793889800000000089852392193279229104518890380859375,"JOAN SALA TUBELLA ESTACIO, S/N",8770,Sant Sadurní d'Anoia,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion72207.pdf,""
102,71600,SANT VICENÇ DE CALDERS,41.186105400000002418892108835279941558837890625,1.5245116999999999141124362722621299326419830322265625,"CALLE ESTACIO FERROCARRIL, S/N",43880,"Vendrell, El",Tarragona,https://data.renfe.com/files/estaciones/FichaEstacion71600.pdf,""
103,78604,SANT VICENÇ DE CASTELLET,41.66887150000000161753632710315287113189697265625,1.861700799999999933476146907196380198001861572265625,"PASEO DE PAU CASALLS, S/N",8295,Sant Vicenç de Castellet,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78604.pdf,""
104,77003,SANTA PERPETUA DE MOGODA,41.52194730000000078007360571064054965972900390625,2.1950199000000001348098521702922880649566650390625,"CALLE ESTACION FERROCARRIL, 3",8130,Santa Perpètua de Mogoda,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion77003.pdf,""
105,79608,SANTA SUSANNA,41.6303640000000001464286469854414463043212890625,2.716375999999999901746150499093346297740936279296875,"PASSEIG MARITIM, S/N",8398,Santa Susanna,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79608.pdf,""
106,71602,SEGUR DE CALAFELL,41.19259459999999961610228638164699077606201171875,1.6061204000000000036152414395473897457122802734375,"CALLE BAIXADOR, S/N",43882,Calafell,Tarragona,https://data.renfe.com/files/estaciones/FichaEstacion71602.pdf,""
107,71701,SITGES,41.23902559999999795081748743541538715362548828125,1.810084900000000107667119664256460964679718017578125,"PLAZA EDUARD MARISTANY, S/N",8870,Sitges,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion71701.pdf,""
108,78700,TERRASSA,41.57025540000000063400875660590827465057373046875,2.014456399999999813843487572739832103252410888671875,"PLAÇA DE L'ESTACIO DEL NORTE, S/N",8221,Terrassa,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78700.pdf,""
109,78710,TERRASSA EST,41.5661807999999979301719577051699161529541015625,2.038684500000000010544454198679886758327484130859375,"CARRER D'?LABA, S/N",8227,Terrassa,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion78710.pdf,""
110,79607,TORDERA,41.70722020000000185291355592198669910430908203125,2.719418999999999808636630405089817941188812255859375,"AVENIDA DE SAN PEDRO, 91",8490,Tordera,Barcelona,https://data.renfe.com/files/estaciones/FichaEstacion79607.pdf,""
